"date","year","home_team","away_team","team","scorer","minute","own_goal","penalty","goal_owner","home_goals","away_goals"
"1966-07-15","1966",Chile,North Korea,North Korea,Pak Seung-zin,88.0,False,False,away_team,1,1
"1966-07-15","1966",France,Uruguay,France,Héctor De Bourgoing,15.0,False,True,home_team,1,2
"1966-07-15","1966",France,Uruguay,Uruguay,Pedro Rocha,26.0,False,False,away_team,1,2
"1966-07-15","1966",France,Uruguay,Uruguay,Julio César Cortés,31.0,False,False,away_team,1,2
"1966-07-15","1966",Spain,Switzerland,Spain,Manuel Sanchís Martínez,57.0,False,False,home_team,2,1
"1966-07-15","1966",Spain,Switzerland,Spain,Amancio Amaro,75.0,False,False,home_team,2,1
"1966-07-15","1966",Spain,Switzerland,Switzerland,René-Pierre Quentin,31.0,False,False,away_team,2,1
"1966-07-16","1966",Bulgaria,Portugal,Portugal,Ivan Vutsov,7.0,True,False,away_team,0,3
"1966-07-16","1966",Bulgaria,Portugal,Portugal,Eusébio,38.0,False,False,away_team,0,3
"1966-07-16","1966",Bulgaria,Portugal,Portugal,José Augusto Torres,81.0,False,False,away_team,0,3
"1966-07-16","1966",England,Mexico,England,Bobby Charlton,37.0,False,False,home_team,2,0
"1966-07-16","1966",England,Mexico,England,Roger Hunt,75.0,False,False,home_team,2,0
"1966-07-16","1966",Italy,Russia,Russia,Igor Chislenko,57.0,False,False,away_team,0,1
"1966-07-19","1966",Argentina,Switzerland,Argentina,Luis Artime,52.0,False,False,home_team,2,0
"1966-07-19","1966",Argentina,Switzerland,Argentina,Ermindo Onega,79.0,False,False,home_team,2,0
"1966-07-19","1966",Brazil,Portugal,Brazil,Rildo da Costa Menezes,73.0,False,False,home_team,1,3
"1966-07-19","1966",Brazil,Portugal,Portugal,António Simões,15.0,False,False,away_team,1,3
"1966-07-19","1966",Brazil,Portugal,Portugal,Eusébio,27.0,False,False,away_team,1,3
"1966-07-19","1966",Brazil,Portugal,Portugal,Eusébio,85.0,False,False,away_team,1,3
"1966-07-19","1966",Italy,North Korea,North Korea,Pak Doo-ik,42.0,False,False,away_team,0,1
"1966-07-20","1966",Bulgaria,Hungary,Bulgaria,Georgi Asparuhov,15.0,False,False,home_team,1,3
"1966-07-20","1966",Bulgaria,Hungary,Hungary,Ivan Davidov,43.0,True,False,away_team,1,3
"1966-07-20","1966",Bulgaria,Hungary,Hungary,Kálmán Mészöly,45.0,False,False,away_team,1,3
"1966-07-20","1966",Bulgaria,Hungary,Hungary,Ferenc Bene,54.0,False,False,away_team,1,3
"1966-07-20","1966",Chile,Russia,Chile,Rubén Marcos,32.0,False,False,home_team,1,2
"1966-07-20","1966",Chile,Russia,Russia,Valeriy Porkujan,28.0,False,False,away_team,1,2
"1966-07-20","1966",Chile,Russia,Russia,Valeriy Porkujan,85.0,False,False,away_team,1,2
"1966-07-20","1966",England,France,England,Roger Hunt,38.0,False,False,home_team,2,0
"1966-07-20","1966",England,France,England,Roger Hunt,75.0,False,False,home_team,2,0
"1966-07-20","1966",Germany,Spain,Germany,Lothar Emmerich,39.0,False,False,home_team,2,1
"1966-07-20","1966",Germany,Spain,Germany,Uwe Seeler,84.0,False,False,home_team,2,1
"1966-07-20","1966",Germany,Spain,Spain,Josep Maria Fusté,23.0,False,False,away_team,2,1
"1966-07-23","1966",England,Argentina,England,Geoff Hurst,78.0,False,False,home_team,1,0
"1966-07-23","1966",Germany,Uruguay,Germany,Helmut Haller,11.0,False,False,home_team,4,0
"1966-07-23","1966",Germany,Uruguay,Germany,Franz Beckenbauer,70.0,False,False,home_team,4,0
"1966-07-23","1966",Germany,Uruguay,Germany,Uwe Seeler,75.0,False,False,home_team,4,0
"1966-07-23","1966",Germany,Uruguay,Germany,Helmut Haller,83.0,False,False,home_team,4,0
"1966-07-23","1966",Hungary,Russia,Hungary,Ferenc Bene,57.0,False,False,home_team,1,2
"1966-07-23","1966",Hungary,Russia,Russia,Igor Chislenko,5.0,False,False,away_team,1,2
"1966-07-23","1966",Hungary,Russia,Russia,Valeriy Porkujan,46.0,False,False,away_team,1,2
"1966-07-23","1966",North Korea,Portugal,North Korea,Pak Seung-zin,1.0,False,False,home_team,3,5
"1966-07-23","1966",North Korea,Portugal,North Korea,Li Dong-woon,22.0,False,False,home_team,3,5
"1966-07-23","1966",North Korea,Portugal,North Korea,Yang Seung-kook,25.0,False,False,home_team,3,5
"1966-07-23","1966",North Korea,Portugal,Portugal,Eusébio,27.0,False,False,away_team,3,5
"1966-07-23","1966",North Korea,Portugal,Portugal,Eusébio,43.0,False,True,away_team,3,5
"1966-07-23","1966",North Korea,Portugal,Portugal,Eusébio,56.0,False,False,away_team,3,5
"1966-07-23","1966",North Korea,Portugal,Portugal,Eusébio,59.0,False,True,away_team,3,5
"1966-07-23","1966",North Korea,Portugal,Portugal,José Augusto de Almeida,80.0,False,False,away_team,3,5
"1966-07-25","1966",Germany,Russia,Germany,Helmut Haller,43.0,False,False,home_team,2,1
"1966-07-25","1966",Germany,Russia,Germany,Franz Beckenbauer,67.0,False,False,home_team,2,1
"1966-07-25","1966",Germany,Russia,Russia,Valeriy Porkujan,88.0,False,False,away_team,2,1
"1966-07-26","1966",England,Portugal,England,Bobby Charlton,30.0,False,False,home_team,2,1
"1966-07-26","1966",England,Portugal,England,Bobby Charlton,80.0,False,False,home_team,2,1
"1966-07-26","1966",England,Portugal,Portugal,Eusébio,82.0,False,True,away_team,2,1
"1966-07-28","1966",Portugal,Russia,Portugal,Eusébio,12.0,False,True,home_team,2,1
"1966-07-28","1966",Portugal,Russia,Portugal,José Augusto Torres,89.0,False,False,home_team,2,1
"1966-07-28","1966",Portugal,Russia,Russia,Eduard Malofeyev,43.0,False,False,away_team,2,1
"1966-07-30","1966",England,Germany,England,Geoff Hurst,18.0,False,False,home_team,4,2
"1966-07-30","1966",England,Germany,England,Martin Peters,78.0,False,False,home_team,4,2
"1966-07-30","1966",England,Germany,England,Geoff Hurst,101.0,False,False,home_team,4,2
"1966-07-30","1966",England,Germany,England,Geoff Hurst,120.0,False,False,home_team,4,2
"1966-07-30","1966",England,Germany,Germany,Helmut Haller,12.0,False,False,away_team,4,2
"1966-07-30","1966",England,Germany,Germany,Wolfgang Weber,89.0,False,False,away_team,4,2
"1966-09-07","1966",Netherlands,Hungary,Hungary,Dezső Molnár,70.0,False,False,away_team,2,2
"1966-09-07","1966",Netherlands,Hungary,Hungary,Kálmán Mészöly,86.0,False,False,away_team,2,2
"1966-09-07","1966",Netherlands,Hungary,Netherlands,Miel Pijs,35.0,False,False,home_team,2,2
"1966-09-07","1966",Netherlands,Hungary,Netherlands,Johan Cruyff,54.0,False,False,home_team,2,2
"1966-09-21","1966",Hungary,Denmark,Hungary,Flórián Albert,1.0,False,False,home_team,6,0
"1966-09-21","1966",Hungary,Denmark,Hungary,Kálmán Mészöly,9.0,False,True,home_team,6,0
"1966-09-21","1966",Hungary,Denmark,Hungary,Ferenc Bene,14.0,False,False,home_team,6,0
"1966-09-21","1966",Hungary,Denmark,Hungary,Flórián Albert,30.0,False,False,home_team,6,0
"1966-09-21","1966",Hungary,Denmark,Hungary,János Farkas,36.0,False,False,home_team,6,0
"1966-09-21","1966",Hungary,Denmark,Hungary,Zoltán Varga,83.0,False,False,home_team,6,0
"1966-10-02","1966",Poland,Luxembourg,Poland,Andrzej Jarosik,49.0,False,False,home_team,4,0
"1966-10-02","1966",Poland,Luxembourg,Poland,Jan Liberda,54.0,False,False,home_team,4,0
"1966-10-02","1966",Poland,Luxembourg,Poland,Ryszard Grzegorczyk,73.0,False,False,home_team,4,0
"1966-10-02","1966",Poland,Luxembourg,Poland,Jerzy Sadek,87.0,False,False,home_team,4,0
"1966-10-16","1966",Greece,Finland,Finland,Pertti Mäkipää,57.0,False,False,away_team,2,1
"1966-10-16","1966",Greece,Finland,Greece,Alekos Alexiadis,39.0,False,False,home_team,2,1
"1966-10-16","1966",Greece,Finland,Greece,Alekos Alexiadis,86.0,False,False,home_team,2,1
"1966-10-22","1966",France,Poland,France,Fleury Di Nallo,26.0,False,False,home_team,2,1
"1966-10-22","1966",France,Poland,France,Georges Lech,85.0,False,False,home_team,2,1
"1966-10-22","1966",France,Poland,Poland,Ryszard Grzegorczyk,61.0,False,False,away_team,2,1
"1966-10-22","1966",Northern Ireland,England,England,Roger Hunt,40.0,False,False,away_team,0,2
"1966-10-22","1966",Northern Ireland,England,England,Martin Peters,60.0,False,False,away_team,0,2
"1966-10-22","1966",Wales,Scotland,Scotland,Denis Law,86.0,False,False,away_team,1,1
"1966-10-22","1966",Wales,Scotland,Wales,Ron Davies,77.0,False,False,home_team,1,1
"1966-11-02","1966",Romania,Switzerland,Romania,Mircea Dridea,8.0,False,False,home_team,4,2
"1966-11-02","1966",Romania,Switzerland,Romania,Constantin Frățilă,11.0,False,False,home_team,4,2
"1966-11-02","1966",Romania,Switzerland,Romania,Constantin Frățilă,25.0,False,False,home_team,4,2
"1966-11-02","1966",Romania,Switzerland,Romania,Constantin Frățilă,38.0,False,False,home_team,4,2
"1966-11-02","1966",Romania,Switzerland,Switzerland,Fritz Künzli,54.0,False,False,away_team,4,2
"1966-11-02","1966",Romania,Switzerland,Switzerland,Karl Odermatt,70.0,False,False,away_team,4,2
"1966-11-11","1966",Belgium,France,Belgium,Paul Van Himst,51.0,False,False,home_team,2,1
"1966-11-11","1966",Belgium,France,Belgium,Paul Van Himst,54.0,False,False,home_team,2,1
"1966-11-11","1966",Belgium,France,France,Georges Lech,67.0,False,False,away_team,2,1
"1966-11-13","1966",Bulgaria,Norway,Bulgaria,Nikola Tsanev,18.0,False,False,home_team,4,2
"1966-11-13","1966",Bulgaria,Norway,Bulgaria,Petar Zhekov,42.0,False,False,home_team,4,2
"1966-11-13","1966",Bulgaria,Norway,Bulgaria,Nikola Tsanev,43.0,False,False,home_team,4,2
"1966-11-13","1966",Bulgaria,Norway,Bulgaria,Petar Zhekov,85.0,False,False,home_team,4,2
"1966-11-13","1966",Bulgaria,Norway,Norway,Kjetil Hasund,59.0,False,False,away_team,4,2
"1966-11-13","1966",Bulgaria,Norway,Norway,Kjetil Hasund,86.0,False,False,away_team,4,2
"1966-11-13","1966",Portugal,Sweden,Portugal,Jaime Graça,21.0,False,False,home_team,1,2
"1966-11-13","1966",Portugal,Sweden,Sweden,Inge Danielsson,29.0,False,False,away_team,1,2
"1966-11-13","1966",Portugal,Sweden,Sweden,Inge Danielsson,87.0,False,False,away_team,1,2
"1966-11-16","1966",England,Wales,England,Geoff Hurst,30.0,False,False,home_team,5,1
"1966-11-16","1966",England,Wales,England,Geoff Hurst,34.0,False,False,home_team,5,1
"1966-11-16","1966",England,Wales,England,Bobby Charlton,43.0,False,False,home_team,5,1
"1966-11-16","1966",England,Wales,England,Terry Hennessey,65.0,True,False,home_team,5,1
"1966-11-16","1966",England,Wales,England,Jack Charlton,84.0,False,False,home_team,5,1
"1966-11-16","1966",England,Wales,Wales,Wyn Davies,36.0,False,False,away_team,5,1
"1966-11-16","1966",Republic of Ireland,Turkey,Republic of Ireland,Frank O'Neill,60.0,False,False,home_team,2,1
"1966-11-16","1966",Republic of Ireland,Turkey,Republic of Ireland,Andy McEvoy,74.0,False,False,home_team,2,1
"1966-11-16","1966",Republic of Ireland,Turkey,Turkey,Ogün Altıparmak,88.0,False,False,away_team,2,1
"1966-11-16","1966",Scotland,Northern Ireland,Northern Ireland,Jimmy Nicholson,9.0,False,False,away_team,2,1
"1966-11-16","1966",Scotland,Northern Ireland,Scotland,Bobby Murdoch,14.0,False,False,home_team,2,1
"1966-11-16","1966",Scotland,Northern Ireland,Scotland,Bobby Lennox,35.0,False,False,home_team,2,1
"1966-11-26","1966",Italy,Romania,Italy,Sandro Mazzola,30.0,False,False,home_team,3,1
"1966-11-26","1966",Italy,Romania,Italy,Virginio De Paoli,43.0,False,False,home_team,3,1
"1966-11-26","1966",Italy,Romania,Italy,Sandro Mazzola,67.0,False,False,home_team,3,1
"1966-11-26","1966",Italy,Romania,Romania,Nicolae Dobrin,7.0,False,False,away_team,3,1
"1966-11-26","1966",Luxembourg,France,France,Yves Herbet,8.0,False,False,away_team,0,3
"1966-11-26","1966",Luxembourg,France,France,Hervé Revelli,40.0,False,False,away_team,0,3
"1966-11-26","1966",Luxembourg,France,France,Georges Lech,41.0,False,False,away_team,0,3
"1966-11-30","1966",Chile,Colombia,Chile,Pedro Araya,7.0,False,False,home_team,5,2
"1966-11-30","1966",Chile,Colombia,Chile,Carlos Campos Sánchez,23.0,False,False,home_team,5,2
"1966-11-30","1966",Chile,Colombia,Chile,Ignacio Prieto,40.0,False,True,home_team,5,2
"1966-11-30","1966",Chile,Colombia,Chile,Ignacio Prieto,49.0,False,False,home_team,5,2
"1966-11-30","1966",Chile,Colombia,Chile,Manuel Saavedra,61.0,False,False,home_team,5,2
"1966-11-30","1966",Chile,Colombia,Colombia,Delio Gamboa,71.0,False,False,away_team,5,2
"1966-11-30","1966",Chile,Colombia,Colombia,Alfonso Cañón,72.0,False,False,away_team,5,2
"1966-11-30","1966",Netherlands,Denmark,Netherlands,Sjaak Swart,58.0,False,False,home_team,2,0
"1966-11-30","1966",Netherlands,Denmark,Netherlands,Willy van der Kuijlen,73.0,False,False,home_team,2,0
"1966-12-03","1966",Cyprus,Romania,Cyprus,Costakis Pierides,31.0,False,False,home_team,1,5
"1966-12-03","1966",Cyprus,Romania,Romania,Mircea Dridea,49.0,False,False,away_team,1,5
"1966-12-03","1966",Cyprus,Romania,Romania,Mircea Lucescu,51.0,False,False,away_team,1,5
"1966-12-03","1966",Cyprus,Romania,Romania,Constantin Frățilă,65.0,False,False,away_team,1,5
"1966-12-03","1966",Cyprus,Romania,Romania,Constantin Frățilă,74.0,False,False,away_team,1,5
"1966-12-03","1966",Cyprus,Romania,Romania,Mircea Dridea,82.0,False,False,away_team,1,5
"1966-12-07","1966",Spain,Republic of Ireland,Spain,José María García Lavilla,20.0,False,False,home_team,2,0
"1966-12-07","1966",Spain,Republic of Ireland,Spain,Pirri,35.0,False,False,home_team,2,0
"1966-12-21","1966",Ecuador,Paraguay,Ecuador,Polo Carrera,56.0,False,False,home_team,2,2
"1966-12-21","1966",Ecuador,Paraguay,Ecuador,Washington Muñoz,58.0,False,False,home_team,2,2
"1966-12-21","1966",Ecuador,Paraguay,Paraguay,Juan Carlos Rojas,85.0,False,True,away_team,2,2
"1966-12-21","1966",Ecuador,Paraguay,Paraguay,Benigno Apocada,88.0,False,False,away_team,2,2
"1966-12-28","1966",Paraguay,Ecuador,Ecuador,Washington Muñoz,81.0,False,False,away_team,3,1
"1966-12-28","1966",Paraguay,Ecuador,Paraguay,Celino Mora,7.0,False,False,home_team,3,1
"1966-12-28","1966",Paraguay,Ecuador,Paraguay,Celino Mora,10.0,False,False,home_team,3,1
"1966-12-28","1966",Paraguay,Ecuador,Paraguay,Arístides del Puerto,60.0,False,False,home_team,3,1
"1967-01-17","1967",Uruguay,Bolivia,Uruguay,Pedro Rocha,5.0,False,False,home_team,4,0
"1967-01-17","1967",Uruguay,Bolivia,Uruguay,Julio Montero Castillo,44.0,False,False,home_team,4,0
"1967-01-17","1967",Uruguay,Bolivia,Uruguay,Roberto Troncoso,55.0,True,False,home_team,4,0
"1967-01-17","1967",Uruguay,Bolivia,Uruguay,Jorge Oyarbide,81.0,False,False,home_team,4,0
"1967-01-18","1967",Argentina,Paraguay,Argentina,Oscar Mas,23.0,False,False,home_team,4,1
"1967-01-18","1967",Argentina,Paraguay,Argentina,Raúl Bernao,71.0,False,False,home_team,4,1
"1967-01-18","1967",Argentina,Paraguay,Argentina,Luis Artime,73.0,False,False,home_team,4,1
"1967-01-18","1967",Argentina,Paraguay,Argentina,Rafael Albrecht,89.0,False,True,home_team,4,1
"1967-01-18","1967",Argentina,Paraguay,Paraguay,Celino Mora,67.0,False,False,away_team,4,1
"1967-01-18","1967",Chile,Venezuela,Chile,Rubén Marcos,12.0,False,False,home_team,2,0
"1967-01-18","1967",Chile,Venezuela,Chile,Rubén Marcos,41.0,False,False,home_team,2,0
"1967-01-21","1967",Uruguay,Venezuela,Uruguay,José Urruzmendi,5.0,False,False,home_team,4,0
"1967-01-21","1967",Uruguay,Venezuela,Uruguay,José Urruzmendi,34.0,False,False,home_team,4,0
"1967-01-21","1967",Uruguay,Venezuela,Uruguay,Jorge Oyarbide,62.0,False,False,home_team,4,0
"1967-01-21","1967",Uruguay,Venezuela,Uruguay,Jorge Oyarbide,68.0,False,False,home_team,4,0
"1967-01-22","1967",Bolivia,Argentina,Argentina,Raúl Bernao,67.0,False,False,away_team,0,1
"1967-01-22","1967",Chile,Paraguay,Chile,Julio Gallardo,9.0,False,False,home_team,4,2
"1967-01-22","1967",Chile,Paraguay,Chile,Julio Gallardo,44.0,False,False,home_team,4,2
"1967-01-22","1967",Chile,Paraguay,Chile,Pedro Araya,72.0,False,False,home_team,4,2
"1967-01-22","1967",Chile,Paraguay,Chile,Pedro Araya,81.0,False,False,home_team,4,2
"1967-01-22","1967",Chile,Paraguay,Paraguay,Juan Francisco Riveros,62.0,False,False,away_team,4,2
"1967-01-22","1967",Chile,Paraguay,Paraguay,Benigno Apocada,85.0,False,False,away_team,4,2
"1967-01-25","1967",Argentina,Venezuela,Argentina,Luis Artime,18.0,False,False,home_team,5,1
"1967-01-25","1967",Argentina,Venezuela,Argentina,Juan Carlos Carone,26.0,False,False,home_team,5,1
"1967-01-25","1967",Argentina,Venezuela,Argentina,Silvio Marzolini,50.0,False,False,home_team,5,1
"1967-01-25","1967",Argentina,Venezuela,Argentina,Luis Artime,65.0,False,False,home_team,5,1
"1967-01-25","1967",Argentina,Venezuela,Argentina,Luis Artime,88.0,False,False,home_team,5,1
"1967-01-25","1967",Argentina,Venezuela,Venezuela,Rafael Santana,72.0,False,False,away_team,5,1
"1967-01-25","1967",Paraguay,Bolivia,Paraguay,Arístides del Puerto,14.0,False,False,home_team,1,0
"1967-01-26","1967",Uruguay,Chile,Chile,Julio Gallardo,2.0,False,False,away_team,2,2
"1967-01-26","1967",Uruguay,Chile,Chile,Rubén Marcos,37.0,False,False,away_team,2,2
"1967-01-26","1967",Uruguay,Chile,Uruguay,Pedro Rocha,15.0,False,False,home_team,2,2
"1967-01-26","1967",Uruguay,Chile,Uruguay,Jorge Oyarbide,68.0,False,False,home_team,2,2
"1967-01-28","1967",Argentina,Chile,Argentina,Juan Carlos Sarnari,36.0,False,False,home_team,2,0
"1967-01-28","1967",Argentina,Chile,Argentina,Luis Artime,80.0,False,False,home_team,2,0
"1967-01-28","1967",Bolivia,Venezuela,Venezuela,Humberto Scovino,59.0,False,False,away_team,0,3
"1967-01-28","1967",Bolivia,Venezuela,Venezuela,Rafael Santana,67.0,False,False,away_team,0,3
"1967-01-28","1967",Bolivia,Venezuela,Venezuela,Antonio Ravelo,84.0,False,False,away_team,0,3
"1967-01-29","1967",Uruguay,Paraguay,Uruguay,Domingo Pérez,32.0,False,False,home_team,2,0
"1967-01-29","1967",Uruguay,Paraguay,Uruguay,José Urruzmendi,66.0,False,False,home_team,2,0
"1967-02-01","1967",Venezuela,Paraguay,Paraguay,Antonio González,11.0,False,False,away_team,3,5
"1967-02-01","1967",Venezuela,Paraguay,Paraguay,Juan Carlos Rojas,16.0,False,False,away_team,3,5
"1967-02-01","1967",Venezuela,Paraguay,Paraguay,Celino Mora,22.0,False,False,away_team,3,5
"1967-02-01","1967",Venezuela,Paraguay,Paraguay,Juan Carlos Rojas,29.0,False,False,away_team,3,5
"1967-02-01","1967",Venezuela,Paraguay,Paraguay,Ramón Colmán,81.0,False,False,away_team,3,5
"1967-02-01","1967",Venezuela,Paraguay,Venezuela,Luis Mendoza,3.0,False,False,home_team,3,5
"1967-02-01","1967",Venezuela,Paraguay,Venezuela,Rafael Santana,77.0,False,False,home_team,3,5
"1967-02-01","1967",Venezuela,Paraguay,Venezuela,Antonio Ravelo,89.0,False,False,home_team,3,5
"1967-02-02","1967",Uruguay,Argentina,Uruguay,Pedro Rocha,74.0,False,False,home_team,1,0
"1967-02-22","1967",Turkey,Republic of Ireland,Republic of Ireland,Noel Cantwell,89.0,False,False,away_team,2,1
"1967-02-22","1967",Turkey,Republic of Ireland,Turkey,Ayhan Elmastaşoğlu,35.0,False,False,home_team,2,1
"1967-02-22","1967",Turkey,Republic of Ireland,Turkey,Ogün Altıparmak,78.0,False,False,home_team,2,1
"1967-03-19","1967",Luxembourg,Belgium,Belgium,Paul Van Himst,19.0,False,False,away_team,0,5
"1967-03-19","1967",Luxembourg,Belgium,Belgium,Jacques Stockman,30.0,False,False,away_team,0,5
"1967-03-19","1967",Luxembourg,Belgium,Belgium,Paul Van Himst,36.0,False,False,away_team,0,5
"1967-03-19","1967",Luxembourg,Belgium,Belgium,Jacques Stockman,59.0,False,False,away_team,0,5
"1967-03-19","1967",Luxembourg,Belgium,Belgium,Jacques Stockman,73.0,False,False,away_team,0,5
"1967-03-22","1967",Cyprus,Italy,Italy,Angelo Domenghini,76.0,False,False,away_team,0,2
"1967-03-22","1967",Cyprus,Italy,Italy,Giacinto Facchetti,88.0,False,False,away_team,0,2
"1967-04-05","1967",German DR,Netherlands,German DR,Eberhard Vogel,50.0,False,False,home_team,4,3
"1967-04-05","1967",German DR,Netherlands,German DR,Henning Frenzel,62.0,False,False,home_team,4,3
"1967-04-05","1967",German DR,Netherlands,German DR,Henning Frenzel,78.0,False,False,home_team,4,3
"1967-04-05","1967",German DR,Netherlands,German DR,Henning Frenzel,85.0,False,False,home_team,4,3
"1967-04-05","1967",German DR,Netherlands,Netherlands,Jan Mulder,10.0,False,False,away_team,4,3
"1967-04-05","1967",German DR,Netherlands,Netherlands,Piet Keizer,12.0,False,False,away_team,4,3
"1967-04-05","1967",German DR,Netherlands,Netherlands,Piet Keizer,65.0,False,False,away_team,4,3
"1967-04-08","1967",Germany,Albania,Germany,Gerd Müller,5.0,False,False,home_team,6,0
"1967-04-08","1967",Germany,Albania,Germany,Gerd Müller,23.0,False,False,home_team,6,0
"1967-04-08","1967",Germany,Albania,Germany,Gerd Müller,73.0,False,False,home_team,6,0
"1967-04-08","1967",Germany,Albania,Germany,Hannes Löhr,77.0,False,False,home_team,6,0
"1967-04-08","1967",Germany,Albania,Germany,Hannes Löhr,78.0,False,False,home_team,6,0
"1967-04-08","1967",Germany,Albania,Germany,Gerd Müller,80.0,False,True,home_team,6,0
"1967-04-15","1967",England,Scotland,England,Jack Charlton,84.0,False,False,home_team,2,3
"1967-04-15","1967",England,Scotland,England,Geoff Hurst,88.0,False,False,home_team,2,3
"1967-04-15","1967",England,Scotland,Scotland,Denis Law,27.0,False,False,away_team,2,3
"1967-04-15","1967",England,Scotland,Scotland,Bobby Lennox,78.0,False,False,away_team,2,3
"1967-04-15","1967",England,Scotland,Scotland,Jim McCalliog,87.0,False,False,away_team,2,3
"1967-04-23","1967",Romania,Cyprus,Romania,Mircea Lucescu,4.0,False,False,home_team,7,0
"1967-04-23","1967",Romania,Cyprus,Romania,Florea Martinovici,15.0,False,False,home_team,7,0
"1967-04-23","1967",Romania,Cyprus,Romania,Emil Dumitriu,24.0,False,False,home_team,7,0
"1967-04-23","1967",Romania,Cyprus,Romania,Ion Ionescu,47.0,False,False,home_team,7,0
"1967-04-23","1967",Romania,Cyprus,Romania,Emil Dumitriu,52.0,False,False,home_team,7,0
"1967-04-23","1967",Romania,Cyprus,Romania,Emil Dumitriu,77.0,False,False,home_team,7,0
"1967-04-23","1967",Romania,Cyprus,Romania,Ion Ionescu,86.0,False,False,home_team,7,0
"1967-05-03","1967",Yugoslavia,Germany,Yugoslavia,Josip Skoblar,67.0,False,False,home_team,1,0
"1967-05-10","1967",Finland,Greece,Finland,Juhani Peltonen,18.0,False,False,home_team,1,1
"1967-05-10","1967",Finland,Greece,Greece,Stathis Chaitas,39.0,False,False,away_team,1,1
"1967-05-10","1967",Hungary,Netherlands,Hungary,Kálmán Mészöly,8.0,False,True,home_team,2,1
"1967-05-10","1967",Hungary,Netherlands,Hungary,János Farkas,30.0,False,False,home_team,2,1
"1967-05-10","1967",Hungary,Netherlands,Netherlands,Wim Suurbier,63.0,False,False,away_team,2,1
"1967-05-14","1967",Albania,Yugoslavia,Yugoslavia,Slaven Zambata,22.0,False,False,away_team,0,2
"1967-05-14","1967",Albania,Yugoslavia,Yugoslavia,Slaven Zambata,56.0,False,False,away_team,0,2
"1967-05-21","1967",Poland,Belgium,Belgium,Wilfried Puis,52.0,False,False,away_team,3,1
"1967-05-21","1967",Poland,Belgium,Poland,Włodzimierz Lubański,28.0,False,False,home_team,3,1
"1967-05-21","1967",Poland,Belgium,Poland,Włodzimierz Lubański,41.0,False,False,home_team,3,1
"1967-05-21","1967",Poland,Belgium,Poland,Zygfryd Szołtysik,72.0,False,False,home_team,3,1
"1967-05-21","1967",Republic of Ireland,Czechoslovakia,Czechoslovakia,Juraj Szikora,15.0,False,False,away_team,0,2
"1967-05-21","1967",Republic of Ireland,Czechoslovakia,Czechoslovakia,Vojtech Masný,47.0,False,False,away_team,0,2
"1967-05-24","1967",Denmark,Hungary,Hungary,Flórián Albert,30.0,False,False,away_team,0,2
"1967-05-24","1967",Denmark,Hungary,Hungary,Ferenc Bene,70.0,False,False,away_team,0,2
"1967-05-24","1967",Switzerland,Romania,Romania,Nicolae Dobrin,70.0,False,False,away_team,7,1
"1967-05-24","1967",Switzerland,Romania,Switzerland,Fritz Künzli,12.0,False,False,home_team,7,1
"1967-05-24","1967",Switzerland,Romania,Switzerland,René-Pierre Quentin,15.0,False,False,home_team,7,1
"1967-05-24","1967",Switzerland,Romania,Switzerland,René-Pierre Quentin,32.0,False,False,home_team,7,1
"1967-05-24","1967",Switzerland,Romania,Switzerland,Rolf Blättler,47.0,False,False,home_team,7,1
"1967-05-24","1967",Switzerland,Romania,Switzerland,Rolf Blättler,59.0,False,False,home_team,7,1
"1967-05-24","1967",Switzerland,Romania,Switzerland,Karl Odermatt,63.0,False,False,home_team,7,1
"1967-05-24","1967",Switzerland,Romania,Switzerland,Fritz Künzli,66.0,False,False,home_team,7,1
"1967-05-31","1967",Spain,Turkey,Spain,Ramón Grosso,63.0,False,False,home_team,2,0
"1967-05-31","1967",Spain,Turkey,Spain,Francisco Gento,80.0,False,False,home_team,2,0
"1967-06-01","1967",Sweden,Portugal,Portugal,Custódio Pinto,19.0,False,False,away_team,1,1
"1967-06-01","1967",Sweden,Portugal,Sweden,Ingvar Svensson,90.0,False,False,home_team,1,1
"1967-06-04","1967",Denmark,German DR,Denmark,Kresten Bjerre,65.0,False,True,home_team,1,1
"1967-06-04","1967",Denmark,German DR,German DR,Wolfram Löwe,5.0,False,False,away_team,1,1
"1967-06-08","1967",Norway,Portugal,Norway,Odd Iversen,34.0,False,False,home_team,1,2
"1967-06-08","1967",Norway,Portugal,Portugal,Eusébio,15.0,False,False,away_team,1,2
"1967-06-08","1967",Norway,Portugal,Portugal,Eusébio,61.0,False,False,away_team,1,2
"1967-06-11","1967",Russia,Austria,Austria,Erich Hof,38.0,False,False,away_team,4,3
"1967-06-11","1967",Russia,Austria,Austria,Franz Wolny,54.0,False,False,away_team,4,3
"1967-06-11","1967",Russia,Austria,Austria,Helmut Siber,71.0,False,False,away_team,4,3
"1967-06-11","1967",Russia,Austria,Russia,Eduard Malofeyev,25.0,False,False,home_team,4,3
"1967-06-11","1967",Russia,Austria,Russia,Anatoliy Byshovets,36.0,False,False,home_team,4,3
"1967-06-11","1967",Russia,Austria,Russia,Igor Chislenko,43.0,False,False,home_team,4,3
"1967-06-11","1967",Russia,Austria,Russia,Eduard Streltsov,80.0,False,False,home_team,4,3
"1967-06-11","1967",Sweden,Bulgaria,Bulgaria,Petar Zhekov,23.0,False,False,away_team,0,2
