"year","country","scorer","year_count_goals","count_goals","country_year_top_player","country_top_player","world_top_player"
"1916",Argentina,Alberto Ohaco,2,4,1,18,46
"1916",Argentina,Alberto Marcovecchio,2,2,1,20,48
"1916",Argentina,Juan Domingo Brown,2,2,1,20,48
"1916",Argentina,José Durand Laguna,1,1,2,21,49
"1916",Brazil,Arthur Friedenreich,1,7,1,19,43
"1916",Brazil,Demóstenes Correia de Syllos,1,1,1,25,49
"1916",Brazil,Manoel Alencar Monte,1,1,1,25,49
"1916",Chile,Hernando Salazar,1,1,1,16,49
"1916",Chile,Telésforo Báez,1,1,1,16,49
"1916",Uruguay,Isabelino Gradín,3,5,1,13,45
"1916",Uruguay,José Piendibene,2,4,2,14,46
"1916",Uruguay,Jose Tognola,1,1,3,17,49
"1917",Argentina,Alberto Ohaco,2,4,1,18,46
"1917",Argentina,Luis García,1,5,2,17,45
"1917",Argentina,Antonio Blanco,1,1,2,21,49
"1917",Argentina,Pedro Calomino,1,1,2,21,49
"1917",Brazil,Neco,2,8,1,18,42
"1917",Brazil,Haroldo Domingues,2,3,1,23,47
"1917",Brazil,Amílcar Barbuy,1,4,2,22,46
"1917",Brazil,Caetano Izzo,1,1,2,25,49
"1917",Brazil,Silvio Lagreca,1,1,2,25,49
"1917",Uruguay,Ángel Romano,4,12,1,6,38
"1917",Uruguay,Carlos Scarone,3,6,2,12,44
"1917",Uruguay,Héctor Scarone,2,14,3,5,36
"1919",Argentina,Carlos Izaguirre,3,3,1,19,47
"1919",Argentina,Edwin Clarcke,3,3,1,19,47
"1919",Argentina,Manuel Varela,1,1,2,21,49
"1919",Brazil,Neco,4,8,1,18,42
"1919",Brazil,Arthur Friedenreich,4,7,1,19,43
"1919",Brazil,Amílcar Barbuy,1,4,2,22,46
"1919",Brazil,Haroldo Domingues,1,3,2,23,47
"1919",Brazil,Adolpho Millón Junior,1,1,2,25,49
"1919",Brazil,Heitor,1,1,2,25,49
"1919",Chile,Alfredo France,1,1,1,16,49
"1919",Uruguay,Carlos Scarone,3,6,1,12,44
"1919",Uruguay,Isabelino Gradín,2,5,2,13,45
"1919",Uruguay,Héctor Scarone,1,14,3,5,36
"1919",Uruguay,José Pérez,1,4,3,14,46
"1920",Argentina,Raúl Echeverría,2,3,1,19,47
"1920",Argentina,Julio Libonatti,1,4,2,18,46
"1920",Argentina,Miguel Dellavalle,1,1,2,21,49
"1920",Brazil,Ismael Alvariza,1,1,1,25,49
"1920",Chile,Aurelio Domínguez,1,1,1,16,49
"1920",Chile,Hernando Bolados,1,1,1,16,49
"1920",Uruguay,Ángel Romano,3,12,1,6,38
"1920",Uruguay,José Pérez,3,4,1,14,46
"1920",Uruguay,José Piendibene,1,4,2,14,46
"1920",Uruguay,Antonio Urdinarán,1,2,2,16,48
"1920",Uruguay,Antonio Campolo,1,1,2,17,49
"1921",Argentina,Julio Libonatti,3,4,1,18,46
"1921",Argentina,Blas Saruppo,1,3,2,19,47
"1921",Argentina,Raúl Echeverría,1,3,2,19,47
"1921",Brazil,Ernesto Duarte Machado da Silva,2,2,1,24,48
"1921",Brazil,Aníbal Médicis Candiota,1,1,2,25,49
"1921",Brazil,José Carlos Guimarães,1,1,2,25,49
"1921",Paraguay,Ildefonso López,1,7,1,8,43
"1921",Paraguay,Gerardo Rivas,1,6,1,9,44
"1921",Uruguay,Ángel Romano,2,12,1,6,38
"1921",Uruguay,José Piendibene,1,4,2,14,46
"1922",Argentina,Julio Francia,4,4,1,18,46
"1922",Argentina,Angel Chiessa,1,1,2,21,49
"1922",Argentina,José Gaslini,1,1,2,21,49
"1922",Brazil,Neco,2,8,1,18,42
"1922",Brazil,Amílcar Barbuy,2,4,1,22,46
"1922",Brazil,Xavier Camargo,2,2,1,24,48
"1922",Brazil,Altino Marcondes,1,1,2,25,49
"1922",Chile,Manuel Bravo Paredes,1,1,1,16,49
"1922",Paraguay,Ildefonso López,1,7,1,8,43
"1922",Paraguay,Gerardo Rivas,1,6,1,9,44
"1922",Paraguay,Luis Fretes,1,3,1,12,47
"1922",Paraguay,Carlos Elizeche,1,1,1,14,49
"1922",Paraguay,Julio Ramírez,1,1,1,14,49
"1922",Uruguay,Antonio Urdinarán,1,2,1,16,48
"1922",Uruguay,Felipe Buffoni,1,1,1,17,49
"1922",Uruguay,Juan Carlos Heguy,1,1,1,17,49
"1923",Argentina,Vicente Aguirre,3,3,1,19,47
"1923",Argentina,Blas Saruppo,2,3,2,19,47
"1923",Argentina,Cesáreo Onzari,1,1,3,21,49
"1923",Brazil,Nilo Braga,2,6,1,20,44
"1923",Paraguay,Ildefonso López,1,7,1,8,43
"1923",Paraguay,Gerardo Rivas,1,6,1,9,44
"1923",Paraguay,Luis Fretes,1,3,1,12,47
"1923",Paraguay,Agustín Zelada,1,1,1,14,49
"1923",Uruguay,Pedro Petrone,3,10,1,8,40
"1923",Uruguay,Héctor Scarone,1,14,2,5,36
"1923",Uruguay,José Cea,1,2,2,16,48
"1923",Uruguay,Pascual Somma,1,1,2,17,49
"1924",Argentina,Gabino Sosa,1,6,1,16,44
"1924",Argentina,Juan Loyarte,1,1,1,21,49
"1924",Chile,David Arellano,1,8,1,9,42
"1924",Paraguay,Ildefonso López,2,7,1,8,43
"1924",Paraguay,Gerardo Rivas,1,6,2,9,44
"1924",Paraguay,Paisano Urbita Sosa,1,1,2,14,49
"1924",Uruguay,Pedro Petrone,4,10,1,8,40
"1924",Uruguay,Ángel Romano,2,12,2,6,38
"1924",Uruguay,José Cea,1,2,3,16,48
"1924",Uruguay,Pedro Zingone,1,1,3,17,49
"1925",Argentina,Manuel Seoane,6,8,1,14,42
"1925",Argentina,Domingo Tarasconi,1,2,2,20,48
"1925",Argentina,Alfredo Garasini,1,1,2,21,49
"1925",Argentina,Antonio Cerroti,1,1,2,21,49
"1925",Argentina,Juan Carlos Irurieta,1,1,2,21,49
"1925",Argentina,Martin Sánchez,1,1,2,21,49
"1925",Brazil,Nilo Braga,4,6,1,20,44
"1925",Brazil,Severino Da Silva,4,4,1,22,46
"1925",Brazil,Arthur Friedenreich,2,7,2,19,43
"1925",Brazil,Anfilogino Marques,1,1,3,25,49
"1925",Paraguay,Gerardo Rivas,2,6,1,9,44
"1925",Paraguay,Luis Fretes,1,3,2,12,47
"1925",Paraguay,Manuel Fleitas Solich,1,2,2,13,48
"1926",Argentina,Gabino Sosa,5,6,1,16,44
"1926",Argentina,Roberto Cherro,3,4,2,18,46
"1926",Argentina,Benjamín Delgado,3,3,2,19,47
"1926",Argentina,Antonio de Miguel,2,2,3,20,48
"1926",Argentina,Domingo Tarasconi,1,2,4,20,48
"1926",Bolivia,Carlos Soto,1,1,1,14,49
"1926",Bolivia,Teófilo Aguilar,1,1,1,14,49
"1926",Chile,David Arellano,7,8,1,9,42
"1926",Chile,Manuel Ramírez,3,3,2,14,47
"1926",Chile,Guillermo Subiabre,2,4,3,13,46
"1926",Chile,Guillermo Saavedra,1,1,4,16,49
"1926",Chile,Humberto Moreno,1,1,4,16,49
"1926",Paraguay,Ceferino Ramírez,3,3,1,12,47
"1926",Paraguay,Ildefonso López,2,7,2,8,43
"1926",Paraguay,Luis Vargas Peña,1,2,3,13,48
"1926",Paraguay,Manuel Fleitas Solich,1,2,3,13,48
"1926",Paraguay,Pablo Ramírez,1,1,3,14,49
"1926",Uruguay,Héctor Scarone,6,14,1,5,36
"1926",Uruguay,Héctor Castro,6,12,1,6,38
"1926",Uruguay,René Borjas,2,2,2,16,48
"1926",Uruguay,Zoilo Saldombide,2,2,2,16,48
"1926",Uruguay,Ángel Romano,1,12,3,6,38
"1927",Argentina,Alfredo Carricaberry,3,3,1,19,47
"1927",Argentina,Segundo Luna,3,3,1,19,47
"1927",Argentina,Manuel Seoane,2,8,2,14,42
"1927",Argentina,Manuel Ferreira,2,5,2,17,45
"1927",Argentina,Humberto Recanatini,2,2,2,20,48
"1927",Argentina,Juan Maglio,2,2,2,20,48
"1927",Argentina,Adhemar Canavesi,1,1,3,21,49
"1927",Bolivia,José Bustamante,2,2,1,13,48
"1927",Bolivia,Mario Alborta,1,1,2,14,49
"1927",Peru,Alberto Montellanos,1,2,1,15,48
"1927",Peru,Alejandro Villanueva,1,2,1,15,48
"1927",Peru,Demetrio Neyra,1,1,1,16,49
"1927",Peru,Jorge Sarmiento,1,1,1,16,49
"1927",Uruguay,Héctor Scarone,3,14,1,5,36
"1927",Uruguay,Pedro Petrone,3,10,1,8,40
"1927",Uruguay,Roberto Figueroa,3,3,1,15,47
"1927",Uruguay,Héctor Castro,2,12,2,6,38
"1927",Uruguay,Antonio Sacco,2,2,2,16,48
"1927",Uruguay,Daniel Ulloa,1,1,3,17,49
"1927",Uruguay,Juan Arremón,1,1,3,17,49
"1929",Argentina,Manuel Ferreira,3,5,1,17,45
"1929",Argentina,Adolfo Zumelzú,2,4,2,18,46
"1929",Argentina,Mario Evaristo,2,3,2,19,47
"1929",Argentina,Carlos Peucelle,1,4,3,18,46
"1929",Argentina,Roberto Cherro,1,4,3,18,46
"1929",Paraguay,Aurelio González,5,7,1,8,43
"1929",Paraguay,Diógenes Domínguez,3,3,2,12,47
"1929",Paraguay,Lino Nessi,1,1,3,14,49
"1929",Peru,Agustín Lizarbe,1,1,1,16,49
"1929",Uruguay,Lorenzo Fernández,3,3,1,15,47
"1929",Uruguay,José Leandro Andrade,1,1,2,17,49
"1930",Argentina,Guillermo Stábile,8,8,1,14,42
"1930",Argentina,Carlos Peucelle,3,4,2,18,46
"1930",Argentina,Adolfo Zumelzú,2,4,3,18,46
"1930",Argentina,Luis Monti,2,2,3,20,48
"1930",Argentina,Francisco Varallo,1,4,4,18,46
"1930",Argentina,Alejandro Scopelli,1,3,4,19,47
"1930",Argentina,Mario Evaristo,1,3,4,19,47
"1930",Brazil,Preguinho,3,3,1,23,47
"1930",Brazil,Moderato Wisintainer,2,2,2,24,48
"1930",Chile,Manuel Rosas,3,3,1,14,47
"1930",Chile,Guillermo Subiabre,2,4,2,13,46
"1930",Chile,Carlos Vidal,2,2,2,15,48
"1930",France,André Maschinot,2,2,1,21,48
"1930",France,Lucien Laurent,1,1,2,22,49
"1930",France,Marcel Langiller,1,1,2,22,49
"1930",Mexico,Manuel Rosas,3,3,1,17,47
"1930",Mexico,Juan Carreño,1,1,2,19,49
"1930",Mexico,Roberto Gayón,1,1,2,19,49
"1930",Paraguay,Luis Vargas Peña,1,2,1,13,48
"1930",Peru,Luis de Souza,1,1,1,16,49
"1930",Romania,Adalbert Deşu,1,1,1,16,49
"1930",Romania,Constantin Stanciu,1,1,1,16,49
"1930",Romania,Miklós Kovács,1,1,1,16,49
"1930",United States,Bert Patenaude,4,4,1,14,46
"1930",United States,Bart McGhee,1,1,2,17,49
"1930",United States,Jim Brown,1,1,2,17,49
"1930",United States,Tom Florie,1,1,2,17,49
"1930",Uruguay,Pedro Cea,5,5,1,13,45
"1930",Uruguay,Peregrino Anselmo,3,3,2,15,47
"1930",Uruguay,Héctor Castro,2,12,3,6,38
"1930",Uruguay,Pablo Dorado,2,2,3,16,48
"1930",Uruguay,Santos Iriarte,2,2,3,16,48
"1930",Uruguay,Héctor Scarone,1,14,4,5,36
"1930",Yugoslavia,Ivan Bek,3,3,1,15,47
"1930",Yugoslavia,Đorđe Vujadinović,2,2,2,16,48
"1930",Yugoslavia,Blagoje Marjanović,1,3,3,15,47
"1930",Yugoslavia,Aleksandar Tirnanić,1,1,3,17,49
"1933",Czechoslovakia,František Pelcner,1,1,1,14,49
"1933",Czechoslovakia,Josef Silný,1,1,1,14,49
"1933",Estonia,Richard Kuremaa,1,2,1,10,48
"1933",Estonia,Leonhard Kass,1,1,1,11,49
"1933",Poland,Henryk Martyna,1,1,1,17,49
"1933",Romania,Ștefan Dobay,1,5,1,12,45
"1933",Romania,Grațian Sepi,1,1,1,16,49
"1933",Sweden,Bertil Ericsson,2,2,1,15,48
"1933",Sweden,Knut Hansson,2,2,1,15,48
"1933",Sweden,Lennart Bunke,1,4,2,13,46
"1933",Sweden,Knut Kroon,1,2,2,15,48
"1933",Sweden,Sven Andersson,1,1,2,16,49
"1933",Sweden,Torsten Bunke,1,1,2,16,49
"1933",Switzerland,Willy Jäggi,1,2,1,14,48
"1933",Switzerland,Alessandro Frigerio,1,1,1,15,49
"1933",Switzerland,Ernst Hufschmid,1,1,1,15,49
"1933",Switzerland,Erwin Hochsträsser,1,1,1,15,49
"1933",Yugoslavia,Blagoje Marjanović,1,3,1,15,47
"1933",Yugoslavia,Vladimir Kragić,1,2,1,16,48
"1934",Argentina,Alberto Galateo,1,1,1,21,49
"1934",Argentina,Ernesto Belis,1,1,1,21,49
"1934",Austria,Johann Horvath,5,5,1,14,45
"1934",Austria,Karl Zischek,2,2,2,17,48
"1934",Austria,Matthias Sindelar,2,2,2,17,48
"1934",Austria,Anton Schall,1,1,3,18,49
"1934",Austria,Josef Bican,1,1,3,18,49
"1934",Austria,Karl Sesta,1,1,3,18,49
"1934",Austria,Rudolf Viertl,1,1,3,18,49
"1934",Belgium,Bernard Voorhoof,3,4,1,15,46
"1934",Belgium,François Vanden Eynde,2,2,2,17,48
"1934",Belgium,Jean Capelle,1,1,3,18,49
"1934",Belgium,Laurent Grimmonprez,1,1,3,18,49
"1934",Belgium,Stan Vanden Eynde,1,1,3,18,49
"1934",Brazil,Leônidas,1,1,1,25,49
"1934",Bulgaria,Dimitar Baikushev,1,1,1,15,49
"1934",Bulgaria,Mihail Lozanov,1,1,1,15,49
"1934",Bulgaria,Vladimir Todorov,1,1,1,15,49
"1934",Cuba,Mario López,7,7,1,2,43
"1934",Cuba,Héctor Socorro,2,5,2,4,45
"1934",Cuba,Enrique Ferrer,1,1,3,8,49
"1934",Cuba,Francisco Socorro,1,1,3,8,49
"1934",Cuba,Salvador Soto,1,1,3,8,49
"1934",Cuba,Ángel Martínez,1,1,3,8,49
"1934",Czechoslovakia,Oldřich Nejedlý,5,9,1,6,41
"1934",Czechoslovakia,Antonín Puč,2,2,2,13,48
"1934",Czechoslovakia,František Svoboda,1,1,3,14,49
"1934",Czechoslovakia,Jiří Sobotka,1,1,3,14,49
"1934",Egypt,Mahmoud Mokhtar El-Tetsh,5,5,1,10,45
"1934",Egypt,Abdulrahman Fawzi,3,3,2,12,47
"1934",Egypt,Mohamed Latif,3,3,2,12,47
"1934",Egypt,Mostafa Taha,2,2,3,13,48
"1934",France,Jean Nicolas,5,7,1,16,43
"1934",France,Alfred Aston,1,1,2,22,49
"1934",France,Ernest Liberati,1,1,2,22,49
"1934",France,Georges Verriest,1,1,2,22,49
"1934",Germany,Karl Hohmann,5,5,1,23,45
"1934",Germany,Edmund Conen,4,4,2,24,46
"1934",Germany,Josef Rasselnberg,4,4,2,24,46
"1934",Germany,Ernst Lehner,2,5,3,23,45
"1934",Germany,Otto Siffling,1,3,4,25,47
"1934",Germany,Ernst Albrecht,1,1,4,27,49
"1934",Germany,Rudolf Noack,1,1,4,27,49
"1934",Germany,Stanislaus Kobierski,1,1,4,27,49
"1934",Germany,Willi Wigold,1,1,4,27,49
"1934",Haiti,Robert St. Fort,2,2,1,7,48
"1934",Hungary,Géza Toldi,3,4,1,12,46
"1934",Hungary,Gábor P. Szabó,3,3,1,13,47
"1934",Hungary,György Sárosi,2,7,2,9,43
"1934",Hungary,József Solti,2,2,2,14,48
"1934",Hungary,Jenő Vincze,1,2,3,14,48
"1934",Hungary,Imre Markos,1,1,3,15,49
"1934",Hungary,Pál Teleki,1,1,3,15,49
"1934",Israel,Avraham Nudelmann,1,1,1,14,49
"1934",Israel,Yohanan Sukenik,1,1,1,14,49
"1934",Italy,Giuseppe Meazza,4,5,1,14,45
"1934",Italy,Angelo Schiavio,4,4,1,15,46
"1934",Italy,Giovanni Ferrari,3,3,2,16,47
"1934",Italy,Raimundo Orsi,3,3,2,16,47
"1934",Italy,Anfilogino Guarisi,1,1,3,18,49
"1934",Italy,Enrique Guaita,1,1,3,18,49
"1934",Luxembourg,Ernest Mengel,1,1,1,8,49
"1934",Luxembourg,Théophile Speicher,1,1,1,8,49
"1934",Mexico,Dionisio Mejía,7,7,1,13,43
"1934",Mexico,Manuel Alonso,3,3,2,17,47
"1934",Mexico,Felipe Rosas,1,1,3,19,49
"1934",Mexico,Fernando Marcos,1,1,3,19,49
"1934",Mexico,Jorge Sota,1,1,3,19,49
"1934",Mexico,José Ruvalcaba,1,1,3,19,49
"1934",Netherlands,Kick Smit,4,5,1,17,45
"1934",Netherlands,Bep Bakhuys,4,4,1,18,46
"1934",Netherlands,Leen Vente,3,3,2,19,47
"1934",Portugal,Vítor Silva,1,1,1,16,49
"1934",Republic of Ireland,Paddy Moore,5,5,1,12,45
"1934",Republic of Ireland,Johnny Squires,1,1,2,16,49
"1934",Romania,Ștefan Dobay,2,5,1,12,45
"1934",Romania,Sándor Schwartz,1,1,2,16,49
"1934",Spain,Isidro Lángara,8,8,1,14,42
"1934",Spain,Luis Regueiro,3,3,2,19,47
"1934",Spain,José Iraragorri,2,2,3,20,48
"1934",Spain,Eduardo González Valiño,1,1,4,21,49
"1934",Spain,Martí Ventolrà,1,1,4,21,49
"1934",Sweden,Sven Jonasson,2,4,1,13,46
"1934",Sweden,Knut Kroon,1,2,2,15,48
"1934",Sweden,Gösta Dunker,1,1,2,16,49
"1934",Switzerland,Leopold Kielholz,3,3,1,13,47
"1934",Switzerland,André Abegglen,1,4,2,12,46
"1934",Switzerland,Willy Jäggi,1,2,2,14,48
"1934",United States,Aldo Donelli,5,5,1,13,45
"1934",Yugoslavia,Vladimir Kragić,1,2,1,16,48
"1935",Argentina,Herminio Masantonio,4,11,1,11,39
"1935",Argentina,Diego García,2,2,2,20,48
"1935",Argentina,Arturo Arrieta,1,1,3,21,49
"1935",Argentina,Miguel Angel Lauri,1,1,3,21,49
"1935",Chile,Arturo Carmona,1,2,1,15,48
"1935",Chile,Carlos Giudice,1,1,1,16,49
"1935",Peru,Teodoro Fernández,1,15,1,3,35
"1935",Peru,Alberto Montellanos,1,2,1,15,48
"1935",Uruguay,Aníbal Ciocca,3,5,1,13,45
"1935",Uruguay,Héctor Castro,2,12,2,6,38
"1935",Uruguay,José Taboada,1,1,3,17,49
"1936",Argentina,Francisco Varallo,2,4,1,18,46
"1936",Brazil,Roberto Emílio da Cunha,1,3,1,23,47
"1936",Brazil,Niginho,1,2,1,24,48
"1936",Brazil,Afonso Guimarães da Silva,1,1,1,25,49
"1936",Chile,Raúl Toro Julio,1,9,1,8,41
"1936",Peru,Teodoro Fernández,1,15,1,3,35
"1936",Peru,Alejandro Villanueva,1,2,1,15,48
"1937",Argentina,Alberto Zozaya,5,5,1,17,45
"1937",Argentina,Enrique García,2,5,2,17,45
"1937",Argentina,Vicente de la Mata,2,5,2,17,45
"1937",Argentina,Alejandro Scopelli,2,3,2,19,47
"1937",Argentina,Francisco Varallo,1,4,3,18,46
"1937",Austria,Camillo Jerusalem,1,1,1,18,49
"1937",Austria,Franz Binder,1,1,1,18,49
"1937",Brazil,Patesko,4,6,1,20,44
"1937",Brazil,Luíz Mesquita de Oliveira,4,4,1,22,46
"1937",Brazil,Carvalho Leite,3,3,2,23,47
"1937",Brazil,Roberto Emílio da Cunha,1,3,3,23,47
"1937",Brazil,Niginho,1,2,3,24,48
"1937",Brazil,Antônio Almeida,1,1,3,25,49
"1937",Bulgaria,Georgi Panchediev,1,1,1,15,49
"1937",Chile,Raúl Toro Julio,6,9,1,8,41
"1937",Chile,José Avendaño,1,3,2,14,47
"1937",Chile,Arturo Carmona,1,2,2,15,48
"1937",Chile,Manuel Arancibia,1,2,2,15,48
"1937",Chile,Guillermo Riveros,1,1,2,16,49
"1937",Chile,Guillermo Torres,1,1,2,16,49
"1937",Czechoslovakia,Jan Ríha,1,1,1,14,49
"1937",Estonia,Georg Siimenson,2,2,1,10,48
"1937",Estonia,Richard Kuremaa,1,2,2,10,48
"1937",Estonia,Heinrich Uukkivi,1,1,2,11,49
"1937",Germany,Ernst Lehner,3,5,1,23,45
"1937",Germany,Josef Gauchel,2,3,2,25,47
"1937",Germany,Otto Siffling,2,3,2,25,47
"1937",Germany,Helmut Schön,2,2,2,26,48
"1937",Germany,Adolf Urban,1,1,3,27,49
"1937",Germany,Fritz Szepan,1,1,3,27,49
"1937",Latvia,Fricis Kaņeps,5,5,1,6,45
"1937",Latvia,Iļja Vestermans,3,3,2,8,47
"1937",Latvia,Vaclavs Borduško,2,2,3,9,48
"1937",Lithuania,Jonas Paulionis,2,2,1,7,48
"1937",Lithuania,Juozas Gudelis,1,1,2,8,49
"1937",Netherlands,Piet de Boer,3,3,1,19,47
"1937",Netherlands,Kick Smit,1,5,2,17,45
"1937",Norway,Reidar Kvammen,4,4,1,10,46
"1937",Norway,Alf Martinsen,2,2,2,12,48
"1937",Paraguay,Aurelio González,2,7,1,8,43
"1937",Paraguay,Amadeo Ortega,2,2,1,13,48
"1937",Paraguay,Adolfo Erico,1,1,2,14,49
"1937",Paraguay,Juan Amarilla,1,1,2,14,49
"1937",Paraguay,Martín Flor,1,1,2,14,49
"1937",Paraguay,Raúl Núñez Velloso,1,1,2,14,49
"1937",Peru,Jorge Alcalde,2,7,1,10,43
"1937",Peru,Teodoro Fernández,1,15,2,3,35
"1937",Peru,Adolfo Magallanes,1,2,2,15,48
"1937",Peru,José María Lavalle,1,1,2,16,49
"1937",Poland,Leonard Piątek,2,2,1,16,48
"1937",Poland,Ernst Wilimowski,1,5,2,13,45
"1937",Poland,Jerzy Wostal,1,1,2,17,49
"1937",Republic of Ireland,Jimmy Dunne,2,2,1,15,48
"1937",Republic of Ireland,Harry Duggan,1,1,2,16,49
"1937",Republic of Ireland,Kevin O'Flanagan,1,1,2,16,49
"1937",Republic of Ireland,Matty Geoghegan,1,1,2,16,49
"1937",Sweden,Gustav Wetterström,3,6,1,11,44
"1937",Sweden,Lennart Bunke,3,4,1,13,46
"1937",Sweden,Gustav Josefsson,2,2,2,15,48
"1937",Sweden,Sven Jonasson,1,4,3,13,46
"1937",Sweden,Erik Persson,1,1,3,16,49
"1937",Sweden,Kurt Svanström,1,1,3,16,49
"1937",Uruguay,Severino Varela,5,15,1,4,35
"1937",Uruguay,Juan Píriz,3,3,2,15,47
"1937",Uruguay,Adelaido Camaití,1,2,3,16,48
"1937",Uruguay,Eduardo Ithurbide,1,1,3,17,49
"1937",Uruguay,Segundo Villadóniga,1,1,3,17,49
"1938",Belgium,Hendrik Isemborghs,2,2,1,17,48
"1938",Belgium,Bernard Voorhoof,1,4,2,15,46
"1938",Belgium,François de Vries,1,1,2,18,49
"1938",Belgium,Raymond Braine,1,1,2,18,49
"1938",Brazil,Leônidas da Silva,7,7,1,19,43
"1938",Brazil,José Perácio,3,3,2,23,47
"1938",Brazil,Romeu Pellicciari,3,3,2,23,47
"1938",Brazil,Roberto Emílio da Cunha,1,3,3,23,47
"1938",Cuba,Héctor Socorro,3,5,1,4,45
"1938",Cuba,José Magriñá,1,1,2,8,49
"1938",Cuba,Tomás Fernández,1,1,2,8,49
"1938",Czechoslovakia,Oldřich Nejedlý,4,9,1,6,41
"1938",Czechoslovakia,Ladislav Šimůnek,3,3,2,12,47
"1938",Czechoslovakia,Josef Košťálek,1,1,3,14,49
"1938",Czechoslovakia,Josef Ludl,1,1,3,14,49
"1938",Czechoslovakia,Josef Zeman,1,1,3,14,49
"1938",Czechoslovakia,Vlastimil Kopecký,1,1,3,14,49
"1938",France,Jean Nicolas,2,7,1,16,43
"1938",France,Oscar Heisserer,1,1,2,22,49
"1938",France,Émile Veinante,1,1,2,22,49
"1938",Germany,Josef Gauchel,1,3,1,25,47
"1938",Germany,Ernst Lörtscher,1,1,1,27,49
"1938",Germany,Wilhelm Hahnemann,1,1,1,27,49
"1938",Greece,Kleanthis Vikelidis,3,3,1,13,47
"1938",Greece,Antonis Migiakis,1,1,2,15,49
"1938",Greece,Lefteris Makris,1,1,2,15,49
"1938",Hungary,Gyula Zsengellér,10,10,1,7,40
"1938",Hungary,György Sárosi,5,7,2,9,43
"1938",Hungary,Pál Titkos,4,4,3,12,46
"1938",Hungary,József Nemes,3,3,4,13,47
"1938",Hungary,Géza Toldi,1,4,5,12,46
"1938",Hungary,Jenő Vincze,1,2,5,14,48
"1938",Hungary,Sven Jacobsson,1,1,5,15,49
"1938",Hungary,Vilmos Kohut,1,1,5,15,49
"1938",Israel,Peri Neufeld,1,1,1,14,49
"1938",Italy,Silvio Piola,5,5,1,14,45
"1938",Italy,Gino Colaussi,4,4,2,15,46
"1938",Italy,Giuseppe Meazza,1,5,3,14,45
"1938",Italy,Pietro Ferraris,1,1,3,18,49
"1938",Luxembourg,Camille Libar,1,1,1,8,49
"1938",Luxembourg,Gustave Kemp,1,1,1,8,49
"1938",Netherlands,Henk van Spaandonck,1,1,1,21,49
"1938",Norway,Arne Brustad,1,1,1,13,49
"1938",Poland,Ernst Wilimowski,4,5,1,13,45
"1938",Poland,Friedrich Scherfke,1,1,2,17,49
"1938",Portugal,Fernando Peyroteo,1,1,1,16,49
"1938",Romania,Ștefan Dobay,2,5,1,12,45
"1938",Romania,Iuliu Barátky,1,1,2,16,49
"1938",Romania,Silviu Bindea,1,1,2,16,49
"1938",Sweden,Gustav Wetterström,3,6,1,11,44
"1938",Sweden,Arne Nyberg,3,3,1,14,47
"1938",Sweden,Harry Andersson,3,3,1,14,47
"1938",Sweden,Sven Jonasson,1,4,2,13,46
"1938",Sweden,Tore Keller,1,1,2,16,49
"1938",Switzerland,André Abegglen,3,4,1,12,46
"1938",Switzerland,Alfred Bickel,1,1,2,15,49
"1938",Switzerland,Eugen Walaschek,1,1,2,15,49
"1938",Switzerland,Georges Aeby,1,1,2,15,49
"1938",Switzerland,Lauro Amado,1,1,2,15,49
"1938",Yugoslavia,Blagoje Marjanović,1,3,1,15,47
"1939",Chile,Enrique Sorrel,2,4,1,13,46
"1939",Chile,José Avendaño,2,3,1,14,47
"1939",Chile,Raúl Toro Julio,1,9,2,8,41
"1939",Chile,Alfonso Domínguez,1,4,2,13,46
"1939",Chile,Raúl Muñoz,1,1,2,16,49
"1939",Chile,Roberto Luco,1,1,2,16,49
"1939",Ecuador,Marino Alcívar,2,3,1,11,47
"1939",Ecuador,Manuel Arenas,2,2,1,12,48
"1939",Paraguay,Marcial Barrios,3,8,1,7,42
"1939",Paraguay,Tiberio Godoy,3,3,1,12,47
"1939",Paraguay,Eduardo Mingo,1,2,2,13,48
"1939",Paraguay,Eustaquio Barreiro,1,1,2,14,49
"1939",Paraguay,Ricardo Aquino,1,1,2,14,49
"1939",Peru,Teodoro Fernández,7,15,1,3,35
"1939",Peru,Jorge Alcalde,5,7,2,10,43
"1939",Peru,Víctor Bielich,1,1,3,16,49
"1939",Uruguay,Severino Varela,5,15,1,4,35
"1939",Uruguay,Roberto Porta,3,12,2,6,38
"1939",Uruguay,Pedro Lago,3,3,2,15,47
"1939",Uruguay,Oscar Chirimini,1,3,3,15,47
"1939",Uruguay,Adelaido Camaití,1,2,3,16,48
"1941",Argentina,Juan Marvezzi,5,5,1,17,45
"1941",Argentina,José Manuel Moreno,3,13,2,9,37
"1941",Argentina,Enrique García,1,5,3,17,45
"1941",Argentina,Antonio Sastre,1,1,3,21,49
"1941",Chile,Enrique Sorrel,2,4,1,13,46
"1941",Chile,Raúl Toro Julio,1,9,2,8,41
"1941",Chile,Armando Contreras,1,2,2,15,48
"1941",Chile,Manuel Arancibia,1,2,2,15,48
"1941",Chile,Raúl Pérez,1,1,2,16,49
"1941",Ecuador,César Augusto Freire,1,1,1,13,49
"1941",Peru,Teodoro Fernández,3,15,1,3,35
"1941",Peru,César Socarraz,1,1,2,16,49
"1941",Peru,Manuel Vallejas,1,1,2,16,49
"1941",Uruguay,Ismael Rivero,3,3,1,15,47
