"year","country","scorer","year_count_goals","count_goals","country_year_top_player","country_top_player","world_top_player"
"1987",Republic of Ireland,Mark Lawrenson,1,5,2,12,45
"1987",Republic of Ireland,Ronnie Whelan,1,3,2,14,47
"1987",Republic of Ireland,Kevin Moran,1,2,2,15,48
"1987",Republic of Ireland,Tony Galvin,1,1,2,16,49
"1987",Romania,Gheorghe Hagi,2,27,1,1,23
"1987",Romania,Victor Pițurcă,2,2,1,15,48
"1987",Romania,Dorin Mateuț,1,6,2,11,44
"1987",Romania,László Bölöni,1,6,2,11,44
"1987",Romania,Michael Klein,1,2,2,15,48
"1987",Romania,Adrian Bumbescu,1,1,2,16,49
"1987",Romania,Nicolae Ungureanu,1,1,2,16,49
"1987",Russia,Igor Belanov,2,8,1,10,42
"1987",Russia,Oleksandr Zavarov,2,5,1,13,45
"1987",Russia,Oleh Protasov,1,13,2,6,37
"1987",Russia,Oleksiy Mykhaylychenko,1,6,2,12,44
"1987",Russia,Sergei Aleinikov,1,4,2,14,46
"1987",Scotland,Paul McStay,2,7,1,7,43
"1987",Scotland,Ally McCoist,1,13,2,2,37
"1987",Scotland,Gary Mackay,1,1,2,13,49
"1987",Spain,José Mari Bakero,3,7,1,15,43
"1987",Spain,Míchel,2,17,2,7,33
"1987",Spain,Eloy Olaya,2,2,2,20,48
"1987",Spain,Francisco José Carrasco,1,4,3,18,46
"1987",Spain,Ramón Calderé,1,3,3,19,47
"1987",Spain,Francisco Llorente Gento,1,1,3,21,49
"1987",Spain,Manuel Sanchís Hontiyuelo,1,1,3,21,49
"1987",Sweden,Johnny Ekström,2,9,1,8,41
"1987",Sweden,Peter Larsson,2,3,1,14,47
"1987",Switzerland,Georges Bregy,3,9,1,8,41
"1987",Switzerland,André Egli,1,3,2,13,47
"1987",Switzerland,André Halter,1,1,2,15,49
"1987",Switzerland,Hans-Peter Zwicker,1,1,2,15,49
"1987",Turkey,Feyyaz Uçar,1,7,1,8,43
"1987",Turkey,Yusuf Altıntaş,1,1,1,14,49
"1987",Uruguay,Antonio Alzamendi,1,5,1,13,45
"1987",Uruguay,Pablo Bengoechea,1,4,1,14,46
"1987",Venezuela,Pedro Acosta,1,3,1,9,47
"1987",Wales,Ian Rush,2,18,1,2,32
"1987",Wales,Mark Hughes,1,11,2,6,39
"1987",Wales,Andy Jones,1,1,2,14,49
"1987",Wales,David Phillips,1,1,2,14,49
"1987",Wales,Glyn Hodges,1,1,2,14,49
"1987",Yugoslavia,Srečko Katanec,2,5,1,13,45
"1987",Yugoslavia,Fadil Vokrri,2,4,1,14,46
"1987",Yugoslavia,Faruk Hadžibegić,2,4,1,14,46
"1987",Yugoslavia,Zlatko Vujović,1,18,2,2,32
"1987",Yugoslavia,Dragan Stojković,1,11,2,7,39
"1987",Yugoslavia,Ljubomir Radanović,1,2,2,16,48
"1988",Albania,Ylli Shehu,1,1,1,9,49
"1988",Algeria,Lakhdar Belloumi,2,12,1,3,38
"1988",Algeria,Abdelkader Ferhaoui,1,1,2,11,49
"1988",Algeria,Rachid Maâtar,1,1,2,11,49
"1988",Angola,José Vieira Dias Paulino do Carmo,1,1,1,8,49
"1988",Angola,Mavango Kiala,1,1,1,8,49
"1988",Australia,Charlie Yankos,2,4,1,16,46
"1988",Australia,Paul Trimboli,1,11,2,9,39
"1988",Australia,Graham Arnold,1,8,2,12,42
"1988",Australia,Warren Spink,1,1,2,19,49
"1988",Austria,Andreas Herzog,2,17,1,7,33
"1988",Austria,Toni Polster,1,29,2,1,21
"1988",Bahrain,Fayad Mahmoud,1,1,1,9,49
"1988",Belgium,Patrick Vervoort,1,3,1,16,47
"1988",Bulgaria,Hristo Kolev,1,3,1,13,47
"1988",Bulgaria,Ayan Sadakov,1,2,1,14,48
"1988",Burkina Faso,Gabriel Gnimassou,1,1,1,9,49
"1988",Burkina Faso,Jules Kadeba,1,1,1,9,49
"1988",Cameroon,Roger Milla,2,20,1,3,30
"1988",Cameroon,Emmanuel Kundé,1,6,2,8,44
"1988",Cameroon,Cyrille Makanaky,1,1,2,13,49
"1988",China PR,Ma Lin,2,8,1,4,42
"1988",China PR,Xie Yuxin,2,4,1,8,46
"1988",China PR,Mai Chao,1,5,2,7,45
"1988",China PR,Zhang Xiaowen,1,2,2,10,48
"1988",China PR,Gao Sheng,1,1,2,11,49
"1988",Cyprus,Pambos Pittas,1,4,1,6,46
"1988",Czechoslovakia,Ivan Hašek,1,5,1,10,45
"1988",Czechoslovakia,Jozef Chovanec,1,2,1,13,48
"1988",DR Congo,Eugène Kabongo,1,6,1,6,44
"1988",DR Congo,Vita Lutonadio,1,1,1,11,49
"1988",Denmark,Flemming Povlsen,2,12,1,10,38
"1988",Denmark,Michael Laudrup,1,19,2,3,31
"1988",Denmark,Lars Elstrup,1,3,2,19,47
"1988",Egypt,Gamal Abdelhamid,2,3,1,12,47
"1988",Egypt,Ayman Younes,1,1,2,14,49
"1988",England,Bryan Robson,1,14,1,8,36
"1988",England,Tony Adams,1,2,1,19,48
"1988",Fiji,Loten Dalai,1,1,1,9,49
"1988",Fiji,Ravuame Madigi,1,1,1,9,49
"1988",Finland,Mixu Paatelainen,1,13,1,3,37
"1988",Finland,Kari Ukkonen,1,2,1,12,48
"1988",France,Jean-Pierre Papin,1,20,1,6,30
"1988",France,Franck Sauzée,1,6,1,17,44
"1988",France,Christian Perez,1,1,1,22,49
"1988",France,Daniel Xuereb,1,1,1,22,49
"1988",German DR,Andreas Thom,3,11,1,3,39
"1988",Germany,Rudi Völler,4,26,1,8,24
"1988",Germany,Lothar Matthäus,2,15,2,13,35
"1988",Germany,Jürgen Klinsmann,1,30,3,5,20
"1988",Germany,Karl-Heinz Riedle,1,8,3,20,42
"1988",Germany,Andreas Brehme,1,6,3,22,44
"1988",Germany,Olaf Thon,1,1,3,27,49
"1988",Greece,Tasos Mitropoulos,1,5,1,11,45
"1988",Guinea,Abdoulaye Emmerson,2,2,1,9,48
"1988",Guinea,Camara Toure,1,1,2,10,49
"1988",Hungary,István Vincze,2,4,1,12,46
"1988",Hungary,József Kiprich,1,11,2,6,39
"1988",Iceland,Guðmundur Torfason,1,1,1,12,49
"1988",Iceland,Sigurður Grétarsson,1,1,1,12,49
"1988",Iran,Farshad Pious,2,6,1,12,44
"1988",Iran,Karim Bavi,1,3,2,15,47
"1988",Italy,Alessandro Altobelli,1,14,1,6,36
"1988",Italy,Gianluca Vialli,1,8,1,11,42
"1988",Italy,Roberto Mancini,1,4,1,15,46
"1988",Italy,Luigi De Agostini,1,2,1,17,48
"1988",Ivory Coast,Abdoulaye Traoré,2,17,1,2,33
"1988",Kuwait,Adel Abbas Hussain,1,1,1,13,49
"1988",Kuwait,Mansour Basha Mohamed,1,1,1,13,49
"1988",Liberia,George Weah,1,7,1,1,43
"1988",Liberia,James Debbah,1,4,1,3,46
"1988",Libya,Ayad El-Ghadi,1,1,1,6,49
"1988",Libya,Ezzewdin Bezan,1,1,1,6,49
"1988",Libya,Fawzi El-Aisawi,1,1,1,6,49
"1988",Luxembourg,Robby Langers,1,6,1,3,44
"1988",Malawi,Peterkins Kayira,1,3,1,4,47
"1988",Malawi,Gilbert Chirwa,1,1,1,6,49
"1988",Malawi,Lawrence Waya,1,1,1,6,49
"1988",Malta,Carmel Busuttil,2,10,1,2,40
"1988",Morocco,Abdelkrim Merry,1,3,1,8,47
"1988",Morocco,Hassan Nader,1,2,1,9,48
"1988",Morocco,Mustafa El Haddaoui,1,2,1,9,48
"1988",Netherlands,Marco van Basten,5,18,1,8,32
"1988",Netherlands,Ruud Gullit,2,15,2,9,35
"1988",Netherlands,Ronald Koeman,1,8,3,14,42
"1988",Netherlands,Wim Kieft,1,7,3,15,43
"1988",New Zealand,Darren McClennan,4,8,1,8,42
"1988",New Zealand,Billy Wright,2,6,2,10,44
"1988",New Zealand,Danny Halligan,1,3,3,13,47
"1988",New Zealand,Noel Barkley,1,1,3,15,49
"1988",Nigeria,Rashidi Yekini,1,21,1,1,29
"1988",Nigeria,Humphrey Edobor,1,3,1,10,47
"1988",Nigeria,Abdelrazak Belgharbi,1,1,1,12,49
"1988",Nigeria,Ndubuisi Okosieme,1,1,1,12,49
"1988",Nigeria,Samuel Okwaraji,1,1,1,12,49
"1988",Northern Ireland,Colin Clarke,1,10,1,4,40
"1988",Northern Ireland,Jimmy Quinn,1,9,1,5,41
"1988",Northern Ireland,Steve Penney,1,1,1,12,49
"1988",Norway,Gøran Sørloth,2,8,1,6,42
"1988",Norway,Jan Åge Fjørtoft,1,7,2,7,43
"1988",Norway,Kjetil Osvold,1,2,2,12,48
"1988",Poland,Krzysztof Warzycha,1,3,1,15,47
"1988",Portugal,Fernando Gomes,1,9,1,9,41
"1988",Qatar,Mansour Muftah,2,12,1,5,38
"1988",Qatar,Khalid Salman,2,4,1,13,46
"1988",Qatar,Adel Khamis,2,3,1,14,47
"1988",Qatar,Muhsin Musabah,1,1,2,16,49
"1988",Republic of Ireland,Ray Houghton,1,6,1,11,44
"1988",Republic of Ireland,Ronnie Whelan,1,3,1,14,47
"1988",Romania,Rodion Cămătaru,2,8,1,9,42
"1988",Romania,Dorin Mateuț,2,6,1,11,44
"1988",Romania,Gheorghe Hagi,1,27,2,1,23
"1988",Romania,Ioan Sabău,1,3,2,14,47
"1988",Russia,Oleh Protasov,2,13,1,6,37
"1988",Russia,Hennadiy Lytovchenko,2,6,1,12,44
"1988",Russia,Oleksiy Mykhaylychenko,2,6,1,12,44
"1988",Russia,Oleksandr Zavarov,1,5,2,13,45
"1988",Russia,Sergei Aleinikov,1,4,2,14,46
"1988",Russia,Vasyl Rats,1,3,2,15,47
"1988",Russia,Viktor Pasulko,1,1,2,17,49
"1988",Saudi Arabia,Majed Abdullah,1,11,1,6,39
"1988",Saudi Arabia,Fahad Al-Bishi,1,7,1,10,43
"1988",Saudi Arabia,Mohamed Al-Suwaiyed Shehrani,1,1,1,16,49
"1988",Saudi Arabia,Saleh Al-Mutlaq,1,1,1,16,49
"1988",Saudi Arabia,Yousuf Jazea'a,1,1,1,16,49
"1988",Scotland,Mo Johnston,2,10,1,4,40
"1988",Scotland,Paul McStay,1,7,2,7,43
"1988",South Korea,Lee Tae-ho,3,9,1,7,41
"1988",South Korea,Hwang Sun-hong,2,17,2,3,33
"1988",South Korea,Chung Hae-won,2,6,2,10,44
"1988",South Korea,Kim Joo-sung,2,5,2,11,45
"1988",South Korea,Byun Byung-joo,2,4,2,12,46
"1988",Spain,Emilio Butragueño,3,15,1,8,35
"1988",Spain,Míchel,2,17,2,7,33
"1988",Spain,Manolo,1,5,3,17,45
"1988",Spain,Alan McDonald,1,3,3,19,47
"1988",Spain,Rafael Gordillo,1,3,3,19,47
"1988",Spain,Anton Rogan,1,1,3,21,49
"1988",Sudan,Osama Idris,1,1,1,6,49
"1988",Sweden,Johnny Ekström,1,9,1,8,41
"1988",Sweden,Hans Holmqvist,1,1,1,16,49
"1988",Switzerland,Kubilay Türkyilmaz,2,26,1,1,24
"1988",Switzerland,Alain Sutter,1,4,2,12,46
"1988",Switzerland,Beat Sutter,1,1,2,15,49
"1988",Syria,Walid Abu Al-Sel,1,5,1,7,45
"1988",Syria,Walid Al-Nasser,1,2,1,10,48
"1988",Taiwan,Garry Lund,1,1,1,3,49
"1988",Tunisia,Jameleddine Limam,2,5,1,8,45
"1988",Tunisia,Bassam Jeridi,1,6,2,7,44
"1988",Tunisia,Nabil Maâloul,1,2,2,11,48
"1988",Tunisia,Kais Yâakoubi,1,1,2,12,49
"1988",Turkey,Tanju Çolak,3,4,1,11,46
"1988",Turkey,Feyyaz Uçar,1,7,2,8,43
"1988",Turkey,Oğuz Çetin,1,2,2,13,48
"1988",Turkey,Ünal Karaman,1,1,2,14,49
"1988",Uganda,Sundayin Moriri,2,2,1,3,48
"1988",United Arab Emirates,Abdulaziz Mohamed,1,3,1,10,47
"1988",United Arab Emirates,Hassan Mohamed,1,1,1,12,49
"1988",Wales,Dean Saunders,1,15,1,4,35
"1988",Wales,Aki Lahtinen,1,1,1,14,49
"1988",Yugoslavia,Dejan Savićević,3,14,1,5,36
"1988",Yugoslavia,Dragan Stojković,1,11,2,7,39
"1988",Yugoslavia,Safet Sušić,1,9,2,9,41
"1988",Yugoslavia,Srečko Katanec,1,5,2,13,45
"1988",Yugoslavia,Faruk Hadžibegić,1,4,2,14,46
"1988",Yugoslavia,Predrag Spasić,1,1,2,17,49
"1989",Albania,Sokol Kushta,2,9,1,2,41
"1989",Algeria,Rabah Madjer,3,14,1,2,36
"1989",Algeria,Djamel Menad,3,12,1,3,38
"1989",Angola,Joseph Maluka,2,2,1,7,48
"1989",Angola,Osvaldo de Oliveira,2,2,1,7,48
"1989",Angola,Paulo António Alves,1,10,2,3,40
"1989",Angola,Paulino Vieira Dias,1,1,2,8,49
"1989",Argentina,Claudio Caniggia,2,12,1,10,38
"1989",Australia,Graham Arnold,2,8,1,12,42
"1989",Australia,Charlie Yankos,2,4,1,16,46
"1989",Australia,Paul Trimboli,1,11,2,9,39
"1989",Australia,Oscar Crino,1,2,2,18,48
"1989",Austria,Toni Polster,4,29,1,1,21
"1989",Austria,Heimo Pfeifenberger,1,6,2,13,44
"1989",Austria,Manfred Zsak,1,1,2,18,49
"1989",Bangladesh,Sabbir,1,2,1,2,48
"1989",Bangladesh,Badal Das,1,1,1,3,49
"1989",Bangladesh,Khandoker Wasim Iqbal,1,1,1,3,49
"1989",Bangladesh,Sheikh Mohammad Aslam,1,1,1,3,49
"1989",Belgium,Marc Van Der Linden,7,7,1,12,43
"1989",Belgium,Marc Degryse,3,14,2,5,36
"1989",Belgium,Jan Ceulemans,1,15,3,4,35
"1989",Belgium,Bruno Versavel,1,3,3,16,47
"1989",Belgium,Patrick Vervoort,1,3,3,16,47
"1989",Belgium,Alain Geiger,1,2,3,17,48
"1989",Bolivia,Erwin Sánchez,1,13,1,3,37
"1989",Bolivia,José Milton Melgar,1,5,1,10,45
"1989",Bolivia,Alfonso Domínguez,1,4,1,11,46
"1989",Bolivia,Álvaro Peña,1,2,1,13,48
"1989",Bolivia,Tito Montaño,1,1,1,14,49
"1989",Bolivia,William Ramallo,1,1,1,14,49
"1989",Brazil,Bebeto,8,19,1,8,31
"1989",Brazil,Careca,5,14,2,12,36
"1989",Brazil,Romário,4,33,3,2,17
"1989",Brazil,Branco,1,5,4,21,45
"1989",Brazil,Pedro Acosta,1,3,4,23,47
"1989",Brazil,Baltazar Maria de Morais Júnior,1,1,4,25,49
"1989",Brazil,Geovani Faria da Silva,1,1,4,25,49
"1989",Brazil,Hugo González,1,1,4,25,49
"1989",Brazil,Paulo Silas,1,1,4,25,49
"1989",Bulgaria,Hristo Stoichkov,1,28,1,1,22
"1989",Bulgaria,Trifon Ivanov,1,5,1,11,45
"1989",Bulgaria,Bozhidar Iskrenov,1,2,1,14,48
"1989",Bulgaria,Kalin Bankov,1,1,1,15,49
"1989",Cameroon,François Omam-Biyik,4,11,1,5,39
"1989",Cameroon,André Kana-Biyik,3,7,2,7,43
"1989",Cameroon,Emile Mbouh,2,2,3,12,48
"1989",Cameroon,Emmanuel Kundé,1,6,4,8,44
"1989",Cameroon,Louis-Paul M'Fédé,1,4,4,10,46
"1989",Cameroon,Bonaventure Djonkep,1,3,4,11,47
"1989",Chile,Juan Carlos Letelier,4,10,1,7,40
"1989",Chile,Jorge Aravena,2,6,2,11,44
"1989",Chile,Juvenal Olmos,2,2,2,15,48
"1989",Chile,Iván Zamorano,1,25,3,3,25
"1989",Chile,Ivo Basay,1,5,3,12,45
"1989",Chile,Patricio Yáñez,1,4,3,13,46
"1989",Chile,Jaime Vera,1,3,3,14,47
"1989",Chile,Fernando Astengo,1,2,3,15,48
"1989",Chile,Jaime Patricio Ramírez,1,1,3,16,49
"1989",Chile,Jaime Pizarro,1,1,3,16,49
"1989",Chile,Óscar Reyes,1,1,3,16,49
"1989",China PR,Ma Lin,6,8,1,4,42
"1989",China PR,Mai Chao,4,5,2,7,45
"1989",China PR,Tang Yaodong,2,2,3,10,48
"1989",China PR,Wang Baoshan,2,2,3,10,48
"1989",China PR,Jia Xiuquan,1,5,4,7,45
"1989",China PR,Liu Haiguang,1,5,4,7,45
"1989",China PR,Xie Yuxin,1,4,4,8,46
"1989",China PR,Zhang Xiaowen,1,2,4,10,48
"1989",Colombia,Arnoldo Iguarán,7,14,1,3,36
"1989",Colombia,Antony de Ávila,1,7,2,8,43
"1989",Colombia,René Higuita,1,2,2,13,48
"1989",Colombia,Albeiro Usuriaga,1,1,2,14,49
"1989",Colombia,Rubén Darío Hernández,1,1,2,14,49
"1989",Cyprus,Christos Kolliandris,2,2,1,8,48
"1989",Cyprus,Pambos Pittas,1,4,2,6,46
"1989",Cyprus,Yiannos Ioannou,1,4,2,6,46
"1989",Cyprus,Floros Nicolaou,1,1,2,9,49
"1989",Czechoslovakia,Tomáš Skuhravý,4,13,1,3,37
"1989",Czechoslovakia,Michal Bílek,4,7,1,8,43
"1989",Czechoslovakia,Ľubomír Moravčík,1,6,2,9,44
"1989",Czechoslovakia,Milan Luhový,1,3,2,12,47
"1989",Czechoslovakia,Stanislav Griga,1,2,2,13,48
"1989",DR Congo,Eugène Kabongo,3,6,1,6,44
"1989",DR Congo,N'Kiambi Mapuata,2,2,2,10,48
"1989",DR Congo,Kuyangana Makukula,1,1,3,11,49
"1989",DR Congo,Nkiere Wawa,1,1,3,11,49
"1989",Denmark,Flemming Povlsen,4,12,1,10,38
"1989",Denmark,Brian Laudrup,3,16,2,6,34
"1989",Denmark,Kent Nielsen,2,2,3,20,48
"1989",Denmark,Michael Laudrup,1,19,4,3,31
"1989",Denmark,Kim Vilfort,1,11,4,11,39
"1989",Denmark,Jan Bartram,1,2,4,20,48
"1989",Denmark,Henrik Andersen,1,1,4,21,49
"1989",Ecuador,Raúl Avilés,2,2,1,12,48
"1989",Ecuador,Álex Aguinaga,1,15,2,4,35
"1989",Ecuador,Ney Avilés,1,6,2,8,44
"1989",Ecuador,Ermen Benítez,1,1,2,13,49
"1989",Ecuador,Pietro Marsetti,1,1,2,13,49
"1989",Egypt,Abdel Rasoul Hesham,3,3,1,12,47
"1989",Egypt,Hossam Hassan,1,20,2,1,30
"1989",Egypt,Ibrahim Hassan,1,2,2,13,48
"1989",Egypt,Mohamed Ala'a,1,1,2,14,49
"1989",Egypt,Mohamed El-Akad,1,1,2,14,49
"1989",England,Gary Lineker,2,22,1,4,28
"1989",England,John Barnes,2,8,1,13,42
"1989",England,Peter Beardsley,2,6,1,15,44
"1989",England,Bryan Robson,1,14,2,8,36
"1989",England,Paul Gascoigne,1,8,2,13,42
"1989",England,Chris Waddle,1,4,2,17,46
"1989",England,Neil Webb,1,2,2,19,48
"1989",Finland,Mika Lipponen,2,5,1,9,45
"1989",France,Didier Deschamps,2,2,1,21,48
"1989",France,Jean-Pierre Papin,1,20,2,6,30
"1989",France,Eric Cantona,1,10,2,13,40
"1989",France,Laurent Blanc,1,9,2,14,41
"1989",France,Jean-Philippe Durand,1,1,2,22,49
"1989",Gabon,Guy Roger Nzamba,1,5,1,2,45
"1989",Gabon,Joel Minko,1,1,1,6,49
"1989",Gabon,Michel Minko,1,1,1,6,49
"1989",Gabon,Nicaise Ondeno,1,1,1,6,49
"1989",Gabon,Régis Manon,1,1,1,6,49
"1989",German DR,Matthias Sammer,2,6,1,7,44
"1989",German DR,Ulf Kirsten,1,16,2,2,34
"1989",German DR,Andreas Thom,1,11,2,3,39
"1989",German DR,Rainer Ernst,1,9,2,4,41
"1989",German DR,Thomas Doll,1,3,2,10,47
"1989",Germany,Rudi Völler,2,26,1,8,24
"1989",Germany,Andreas Möller,2,9,1,19,41
"1989",Germany,Jürgen Klinsmann,1,30,2,5,20
"1989",Germany,Lothar Matthäus,1,15,2,13,35
"1989",Germany,Pierre Littbarski,1,10,2,18,40
"1989",Germany,Karl-Heinz Riedle,1,8,2,20,42
"1989",Germany,Thomas Häßler,1,8,2,20,42
"1989",Greece,Kostas Mavridis,1,1,1,15,49
"1989",Greece,Nikos Nioplias,1,1,1,15,49
"1989",Hong Kong,Nang Yan Leung,2,2,1,5,48
"1989",Hong Kong,Tim Bredbury,2,2,1,5,48
"1989",Hong Kong,Leslie Santos,1,1,2,6,49
"1989",Hungary,Attila Pintér,2,2,1,14,48
"1989",Hungary,György Bognár,1,4,2,12,46
"1989",Hungary,Kálmán Kovács,1,4,2,12,46
"1989",Hungary,Imre Boda,1,3,2,13,47
"1989",Iceland,Pétur Pétursson,2,5,1,8,45
"1989",Iceland,Atli Eðvaldsson,1,7,2,6,43
"1989",Iceland,Ragnar Margeirsson,1,1,2,12,49
"1989",Indonesia,Herry Kiswanto,2,3,1,3,47
"1989",Indonesia,Inyong Lolumbuman,1,1,2,5,49
"1989",Indonesia,Mustamu Yessy,1,1,2,5,49
"1989",Indonesia,Mustaqim,1,1,2,5,49
"1989",Iran,Farshad Pious,3,6,1,12,44
"1989",Iran,Mohsen Garousi,3,3,1,15,47
"1989",Iran,Karim Bavi,2,3,2,15,47
"1989",Iran,Sirous Ghayeghran,1,2,3,16,48
"1989",Iran,Mohammad Hassan Ansarifard,1,1,3,17,49
"1989",Iran,Samad Marfavi,1,1,3,17,49
"1989",Iran,Sayed Ali Eftekhari,1,1,3,17,49
"1989",Iraq,Ahmed Radhi,6,18,1,2,32
"1989",Iraq,Hussein Saeed,2,7,2,7,43
"1989",Iraq,Habib Jafar,1,3,3,11,47
"1989",Iraq,Ismail Mohammed Sharif,1,2,3,12,48
"1989",Iraq,Natiq Hashim,1,1,3,13,49
"1989",Israel,Eli Ohana,2,8,1,7,42
"1989",Israel,Ronny Rosenthal,2,7,1,8,43
"1989",Israel,Nir Klinger,1,1,2,14,49
"1989",Ivory Coast,Oumar Ben Salah,2,6,1,10,44
"1989",Ivory Coast,Sékou Bamba,2,2,1,14,48
"1989",Ivory Coast,Jean-Pierre Guede Akenon,1,1,2,15,49
"1989",Ivory Coast,Yao Lambert Amani,1,1,2,15,49
"1989",Japan,Takashi Mizunuma,1,3,1,15,47
"1989",Japan,Takumi Horiike,1,2,1,16,48
"1989",Japan,Hisashi Kurosaki,1,1,1,17,49
"1989",Japan,Katsuyoshi Shinto,1,1,1,17,49
"1989",Japan,Kenta Hasegawa,1,1,1,17,49
"1989",Japan,Oh Yong-Nam,1,1,1,17,49
"1989",Japan,Osamu Maeda,1,1,1,17,49
"1989",Jordan,Khaled Awad,2,2,1,7,48
"1989",Jordan,Mohamed Al-Diabaz,2,2,1,7,48
"1989",Jordan,Rateb Al-Dawud,1,2,2,7,48
"1989",Kenya,George Onyango,1,1,1,6,49
"1989",Kenya,Peter Dawo,1,1,1,6,49
"1989",Kuwait,Salah Al-Hasawi,2,5,1,9,45
"1989",Kuwait,Ali Al-Hadyah,2,2,1,12,48
"1989",Kuwait,Abdulaziz Al-Hajeri,1,1,2,13,49
"1989",Kuwait,Fahad Yousef Al-Sovayed,1,1,2,13,49
"1989",Liberia,George Weah,1,7,1,1,43
"1989",Liberia,James Debbah,1,4,1,3,46
"1989",Luxembourg,Guy Hellers,1,3,1,6,47
"1989",Luxembourg,Théo Malget,1,2,1,7,48
"1989",Malawi,Peterkins Kayira,2,3,1,4,47
"1989",Malawi,Singo McDonald,1,1,2,6,49
"1989",Malaysia,Dollah Salleh,5,7,1,1,43
"1989",Malaysia,Azizol Abu Haniffah,1,4,2,3,46
"1989",Malaysia,Kurapiah Gunalan,1,1,2,6,49
"1989",Malaysia,Lim Teong Kim,1,1,2,6,49
"1989",Malta,Carmel Busuttil,1,10,1,2,40
"1989",Morocco,Mohamed Timoumi,1,4,1,7,46
"1989",Morocco,Aziz Bouderbala,1,3,1,8,47
"1989",Morocco,Abdelfettah Rhiati,1,2,1,9,48
"1989",Morocco,Mohamed Madih,1,1,1,10,49
"1989",Netherlands,John Bosman,2,15,1,9,35
"1989",Netherlands,Marco van Basten,1,18,2,8,32
"1989",Netherlands,Ronald Koeman,1,8,2,14,42
"1989",Netherlands,Wim Kieft,1,7,2,15,43
"1989",Netherlands,Erwin Koeman,1,2,2,20,48
"1989",Netherlands,Graeme Rutjes,1,1,2,21,49
"1989",New Zealand,Malcolm Dunford,3,4,1,12,46
"1989",New Zealand,Billy Wright,2,6,2,10,44
"1989",Nigeria,Stephen Keshi,3,8,1,5,42
"1989",Nigeria,Samson Siasia,2,6,2,7,44
"1989",Nigeria,Michael Obiku,1,1,3,12,49
"1989",Nigeria,Wole Odegbami,1,1,3,12,49
"1989",North Korea,Chu Gyong-Sik,3,3,1,5,47
"1989",North Korea,Kim Pung-Il,3,3,1,5,47
"1989",North Korea,Han Hyong-Il,2,3,2,5,47
"1989",North Korea,Ri Hyok-chon,2,2,2,6,48
"1989",North Korea,Kim Kwang-min,1,4,3,4,46
"1989",North Korea,Yun Jong-su,1,3,3,5,47
"1989",North Korea,Tak Yong-Bin,1,1,3,7,49
"1989",Northern Ireland,Colin Clarke,1,10,1,4,40
"1989",Northern Ireland,Norman Whiteside,1,7,1,6,43
"1989",Northern Ireland,Michael O'Neill,1,4,1,9,46
"1989",Norway,Rune Bratseth,2,2,1,12,48
"1989",Norway,Gøran Sørloth,1,8,2,6,42
"1989",Norway,Jan Åge Fjørtoft,1,7,2,7,43
"1989",Norway,Kjetil Osvold,1,2,2,12,48
"1989",Norway,Erland Johnsen,1,1,2,13,49
"1989",Oman,Mohamed Ali Hamoud,1,1,1,11,49
"1989",Oman,Nasser Khaleefa,1,1,1,11,49
"1989",Pakistan,Ali Sharafat,1,1,1,3,49
"1989",Paraguay,Alfredo Mendoza,3,7,1,8,43
"1989",Paraguay,Gustavo Neffa,3,4,1,11,46
"1989",Paraguay,José del Solar,2,12,2,4,38
"1989",Paraguay,Buenaventura Ferreira,2,3,2,12,47
"1989",Paraguay,Adolfino Cañete,2,2,2,13,48
"1989",Paraguay,Javier Ferreira,2,2,2,13,48
"1989",Paraguay,José Luis Chilavert,1,8,3,7,42
"1989",Paraguay,Roberto Cabañas,1,6,3,9,44
"1989",Peru,José del Solar,2,12,1,5,38
"1989",Peru,Jorge Hirano,2,5,1,12,45
"1989",Peru,Franco Navarro,1,6,2,11,44
"1989",Peru,Juan Reynoso Guzmán,1,4,2,13,46
"1989",Peru,Andrés Aurelio González,1,1,2,16,49
"1989",Poland,Ryszard Tarasiewicz,2,5,1,13,45
"1989",Poland,Jacek Ziober,1,1,2,17,49
"1989",Portugal,Rui Águas,4,9,1,9,41
"1989",Portugal,Vítor Paneira,2,3,2,14,47
"1989",Portugal,Paulo Futre,1,5,3,12,45
"1989",Portugal,João Domingos Pinto,1,4,3,13,46
"1989",Portugal,Frederico Rosa,1,3,3,14,47
"1989",Portugal,Rui Barros,1,3,3,14,47
"1989",Qatar,Mahmoud Yaseen Al-Soufi,6,6,1,11,44
"1989",Qatar,Mansour Muftah,2,12,2,5,38
"1989",Qatar,Adel Mubarak Khamis,1,1,3,16,49
"1989",Qatar,Jumah Salem Joher,1,1,3,16,49
"1989",Qatar,Mansour Sulaiti,1,1,3,16,49
"1989",Qatar,Saleh Eid Al-Mehaizaa,1,1,3,16,49
"1989",Republic of Ireland,Míchel,5,17,1,2,33
"1989",Republic of Ireland,John Aldridge,2,17,2,2,33
"1989",Republic of Ireland,Tony Cascarino,2,13,2,5,37
"1989",Republic of Ireland,Ray Houghton,2,6,2,11,44
"1989",Republic of Ireland,Paul McGrath,1,7,3,10,43
"1989",Republic of Ireland,Ronnie Whelan,1,3,3,14,47
"1989",Republic of Ireland,Kevin Moran,1,2,3,15,48
"1989",Romania,Gavril Balint,2,8,1,9,42
"1989",Romania,Gheorghe Popescu,1,13,2,6,37
"1989",Romania,Ioan Sabău,1,3,2,14,47
"1989",Russia,Oleh Protasov,3,13,1,6,37
